,name,rating,link,lat,long,avg price,description,primary_cuisine
948,Spanish La Masa,3.05,https://tabelog.com/en/kyoto/A2601/A260201/26001990/,35.01137420683369,135.76630402434026,6999.5,"Kyoto Shiyakusho Mae Sta., Spain, Baru (Spanish style bar), Seafood",Spanish
949,Uotami Higashi Maizuru Ten,3.01,https://tabelog.com/en/kyoto/A2609/A260902/26025625/,35.473743437455134,135.39338008535398,2499.5,"Higashi Maizuru Sta., Izakaya (Tavern), Seafood, Creative",Japanese
950,Yanagimachi,3.63,https://tabelog.com/en/kyoto/A2608/A260802/26026220/,35.30299273747842,135.1260038838167,5499.5,"Fukuchiyama Sta., Chicken dishes, Hot Pot, Oyako-don (Chicken and egg bowl)",Asian
951,FRIGO,3.07,https://tabelog.com/en/kyoto/A2601/A260302/26004708/,35.02863963785898,135.77383388059135,3499.5,"Demachiyanagi Sta., European, Baru (Spanish style bar), Hamburger steak",Spanish
952,Kantaku,3.04,https://tabelog.com/en/kyoto/A2601/A260201/26029143/,35.00717183787136,135.76986088037728,3499.5,"Sanjo Sta., Izakaya (Tavern), Seafood, Hot Pot",Japanese
953,Henohenomoheji,3.12,https://tabelog.com/en/kyoto/A2601/A260203/26041373/,35.018105769368574,135.73795218013566,3499.5,"Emmachi Sta., Izakaya (Tavern), Seafood, Udon (Wheat noodles)",Japanese
954,Lulson Kiboa,3.21,https://tabelog.com/en/kyoto/A2601/A260503/26008531/,35.05682213783859,135.7659736808815,5499.5,"Kitayama Sta., French, Seafood, Italian",Italian
955,Shunsai Kakou kocorono,3.07,https://tabelog.com/en/kyoto/A2608/A260801/26029995/,35.0090216378162,135.60033248051482,5499.5,"Umahori Sta., Japanese Cuisine, Seafood, Sushi",Japanese
956,Yakiniku Horumon Mansei,3.39,https://tabelog.com/en/kyoto/A2601/A260202/26037132/,35.01021563786985,135.7712264804071,3499.5,"Sanjo Sta., Yakiniku (BBQ Beef), Izakaya (Tavern), Korean",Korean
957,Saika Tei,3.45,https://tabelog.com/en/kyoto/A2601/A260101/26004918/,34.98775161005211,135.75923542123667,2499.5,"Kyoto Sta., Izakaya (Tavern), Ramen, Chinese",Chinese
958,,,https://tabelog.com/en/kyoto/A2601/A260303/26037286/,35.04390443785342,135.78679878073643,1499.5,"Ichijoji Sta., Indian, Nepalese",Indian
959,Boulevard,3.21,https://tabelog.com/en/kyoto/A2601/A260101/26000870/,34.98750022038338,135.75765139769743,4499.5,"Kyoto Sta., Buffet style, Cafe, Italian",Italian
960,Cafe Restaurant Lavender,3.04,https://tabelog.com/en/kyoto/A2601/A260203/26033221/,35.002771828775714,135.75241418507025,1499.5,"Omiya Sta., Buffet style, Japanese Cuisine, Yoshoku (Japanese style western cuisine)",Japanese
961,SALAO,3.51,https://tabelog.com/en/kyoto/A2601/A260202/26040755/,35.01373531831494,135.76488070050397,3499.5,"Kyoto Shiyakusho Mae Sta., Bistro, Cafe, Yoshoku (Japanese style western cuisine)",Cafe
962,Niku to Niwa Matsuo,3.29,https://tabelog.com/en/kyoto/A2601/A260501/26036783/,35.02930333784699,135.7374890806235,4499.5,"Kitano Hakubaicho Sta., Beef dishes",Japanese
963,Uotami Kameoka Minamiguchi Ekimae Ten,3.02,https://tabelog.com/en/kyoto/A2608/A260801/26020946/,35.01528433780624,135.5815814805912,2499.5,"Kameoka Sta., Izakaya (Tavern), Seafood, Creative",Japanese
964,BISTRO NAMI,3.34,https://tabelog.com/en/kyoto/A2601/A260201/26037217/,35.00492403787168,135.766417580357,4499.5,"Kyoto Kawaramachi Sta., Bistro",Mixed
965,Thai Restaurant GAPAO,3.25,https://tabelog.com/en/kyoto/A2601/A260203/26037190/,35.01577323785713,135.74239188048344,2499.5,"Nijo Sta., Thai",Thai
966,Taketori Sakemonogatari Kyoto Chuo Guchi Ekimae Ten,3.02,https://tabelog.com/en/kyoto/A2601/A260101/26020815/,34.98678543788142,135.7608182801777,2499.5,"Kyoto Sta., Izakaya (Tavern), Seafood, Creative",Japanese
967,Wine Marche,3.07,https://tabelog.com/en/kyoto/A2601/A260201/26034570/,35.00025003787209,135.75837438031542,3499.5,"Shijo Sta., Baru (Spanish style bar), Italian, Wine bar",Italian
968,Barraca,3.45,https://tabelog.com/en/kyoto/A2601/A260202/26027532/,35.00992163786776,135.76405088040914,4499.5,"Karasuma Oike Sta., Spain, Baru (Spanish style bar), Izakaya (Tavern)",Spanish
969,Hana Tanuki Kawaramachi Ten,3.09,https://tabelog.com/en/kyoto/A2601/A260201/26013018/,35.00762908428528,135.768160431487,2499.5,"Kyoto Kawaramachi Sta., Okonomiyaki (Japanese savory pancake), Izakaya (Tavern), Teppanyaki",Japanese
970,KIHARU Brasserie,3.38,https://tabelog.com/en/kyoto/A2601/A260301/26031324/,35.00830126335132,135.76980581944488,,"Sanjo Sta., Cafe, Italian, European",Italian
971,BLUE LEAF CAFE Kyoto,3.16,https://tabelog.com/en/kyoto/A2601/A260201/26031199/,35.00361005858713,135.76752316945482,1499.5,"Kyoto Kawaramachi Sta., Cafe, Sweets, Pasta",Cafe
972,Steak House Takami,3.27,https://tabelog.com/en/kyoto/A2607/A260703/26031376/,34.82348773798816,135.77029667852162,5499.5,"Kyotanabe Sta., Steak, Italian, Yakiniku (BBQ Beef)",Italian
973,Nikuzara Sakaba Hakoya,3.08,https://tabelog.com/en/kyoto/A2601/A260201/26039512/,35.0057507174363,135.77064225629957,4499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef)",Japanese
974,Mi Mitarashi Dango by kolme kyoto,3.26,https://tabelog.com/en/kyoto/A2601/A260202/26037630/,35.008043637868894,135.7638625803903,,"Karasuma Oike Sta., Cafe, Japanese sweets",Cafe
975,Oryori Iden,3.08,https://tabelog.com/en/kyoto/A2601/A260201/26003361/,35.00501525073345,135.7553227291136,17499.5,"Shijo Sta., Japanese Cuisine, Bento (Lunch box)",Japanese
976,Kuro Zakura Hachijo Guchi Ten,3.18,https://tabelog.com/en/kyoto/A2601/A260101/26039769/,34.98257033788424,135.76126148013483,5499.5,"Kyoto Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Steak",Japanese
977,Chisou Aida,3.05,https://tabelog.com/en/kyoto/A2601/A260202/26041306/,35.015928546191006,135.75637075071862,12499.5,"Marutamachi Sta., Japanese Cuisine",Japanese
978,Region,3.32,https://tabelog.com/en/kyoto/A2601/A260201/26016598/,35.00432548799199,135.76468198358643,5499.5,"Kyoto Kawaramachi Sta., Bistro, French, Baru (Spanish style bar)",Spanish
979,kitoroshouten,3.12,https://tabelog.com/en/kyoto/A2601/A260601/26042007/,34.95865533790171,135.76841667988825,2499.5,"Fujinomori Sta., Izakaya (Tavern)",Japanese
980,Kyo no Oshokujidokoro Obanzai to Kushiage Maiki,3.15,https://tabelog.com/en/kyoto/A2601/A260201/26034883/,35.00119289591849,135.7561311712941,3499.5,"Shijo Sta., Izakaya (Tavern), Japanese Cuisine, Kushi-age (Deep-fried skewers)",Japanese
981,HUB Shijo Karasuma Ten,3.18,https://tabelog.com/en/kyoto/A2601/A260201/26003690/,35.00317273307124,135.7589316808901,1499.5,"Shijo Sta., Pub, Sports bar, Dining bar",Bar
982,Akashi Tamagoyaki no Mise Harmony,3.09,https://tabelog.com/en/kyoto/A2601/A260203/26031952/,35.022478440378734,135.7427129723155,2499.5,"Kitano Hakubaicho Sta., Akashiyaki, Izakaya (Tavern), Onigiri (Rice ball)",Japanese
983,Saryo Tesshin,3.67,https://tabelog.com/en/kyoto/A2601/A260202/26041180/,35.01456913786361,135.76029558045877,2499.5,"Marutamachi Sta., Soba (Buckwheat noodles)",Japanese
984,Fuku Yoshi,3.15,https://tabelog.com/en/kyoto/A2601/A260202/26033353/,35.024851837853774,135.74993688056983,24999.5,"Imadegawa Sta., Sushi, Japanese Cuisine",Japanese
985,Pierre Precieuse,3.12,https://tabelog.com/en/kyoto/A2601/A260503/26040927/,35.04867740372041,135.74837685123845,6999.5,"Kitaoji Sta., French, Yoshoku (Japanese style western cuisine), Dining bar",French
986,REIMS JAPONE,3.33,https://tabelog.com/en/kyoto/A2601/A260202/26034995/,35.007584137869976,135.76637988038388,3499.5,"Kyoto Shiyakusho Mae Sta., Bistro, Cafe, Izakaya (Tavern)",Cafe
987,Restaurant DA CIRO,3.61,https://tabelog.com/en/kyoto/A2601/A260301/26038918/,35.0040677378749,135.77485188034245,17499.5,"Gion Shijo Sta., Italian, Innovative",Italian
988,CHIMERA,3.80,https://tabelog.com/en/kyoto/A2601/A260301/26005284/,35.002422637877174,135.77867288032314,17499.5,"Gion Shijo Sta., Italian",Italian
989,SOMA,3.31,https://tabelog.com/en/kyoto/A2601/A260301/26040045/,34.99953883787593,135.76900288030075,3499.5,"Kiyomizu Gojo Sta., Italian, Bar",Italian
990,Yadori Sanyoso,3.15,https://tabelog.com/en/kyoto/A2609/A260903/26005082/,35.73788333719025,135.0884431882358,12499.5,"Japanese Cuisine, Crab, Ryokan",Japanese
991,Kappou Teppei,3.03,https://tabelog.com/en/kyoto/A2601/A260402/26006927/,35.013926494604284,135.7037544983115,5499.5,"Satsueisho Mae Sta., Japanese Cuisine, Seafood, Tempura",Japanese
992,Novechio Sain,3.17,https://tabelog.com/en/kyoto/A2601/A260401/26031060/,35.00215735560237,135.7311040387227,4499.5,"Saiin Sta., Italian, Pizza, Wine bar",Italian
993,Oryori Kitayama Hanbee,3.03,https://tabelog.com/en/kyoto/A2601/A260503/26006608/,35.049106637837085,135.74588288081767,8999.5,"Kitaoji Sta., Japanese Cuisine",Japanese
994,Mekiki no Ginji Kyoto Chuo Guchi Ekimae Ten,3.04,https://tabelog.com/en/kyoto/A2601/A260101/26038150/,34.986892237881364,135.7608542801788,3499.5,"Kyoto Sta., Seafood, Izakaya (Tavern), Creative",Japanese
995,Manmaru no Tsuki Nishiki Ten,3.44,https://tabelog.com/en/kyoto/A2601/A260201/26016828/,35.00488615992687,135.75887521780115,4499.5,"Karasuma Sta., Okonomiyaki (Japanese savory pancake), Stir-fried noodles, Teppanyaki",Japanese
996,Sukiyaki Niku no Hiroshige Takatsuji,3.08,https://tabelog.com/en/kyoto/A2601/A260201/26041007/,34.99997247715444,135.75648925330128,8999.5,"Shijo Sta., Sukiyaki, Meat dishes, Japanese Cuisine",Japanese
997,Asamade Taishu Sakaba Kokoro,3.05,https://tabelog.com/en/kyoto/A2601/A260401/26039741/,34.979427137868136,135.70442508014293,2499.5,"Katsura Sta., Izakaya (Tavern), Seafood, Takoyaki (Octopus balls)",Japanese
998,CAFE&GALLERY WAKU,3.02,https://tabelog.com/en/kyoto/A2601/A260203/26034866/,35.011144139481935,135.74513662621652,,"Nijo Sta., Cafe, Cake",Cafe
999,Sushi to Izakaya Uotami Kyoto Chuo Guchi Ekimae Ten,3.04,https://tabelog.com/en/kyoto/A2601/A260101/26034519/,34.986903674598686,135.7609189315729,2499.5,"Kyoto Sta., Izakaya (Tavern), Seafood, Sushi",Japanese
1000,Manjiro,3.40,https://tabelog.com/en/kyoto/A2601/A260301/26006112/,35.00174575416482,135.78002610581174,6999.5,"Gion Shijo Sta., Japanese Cuisine",Japanese
1001,Mimiu Kyoto Isetan Ten,3.26,https://tabelog.com/en/kyoto/A2601/A260101/26002530/,34.985703757425554,135.75831309212288,2499.5,"Kyoto Sta., Udon Suki, Soba (Buckwheat noodles), Donburi (Rice bowl)",Japanese
1002,Kyoto Yakitori Seisakujo,3.34,https://tabelog.com/en/kyoto/A2601/A260201/26025122/,35.00259913787307,135.76611358033372,3499.5,"Kyoto Kawaramachi Sta., Yakitori (Grilled chicken skewers), Chicken dishes, Izakaya (Tavern)",Japanese
1003,KYOTO BISTRO,3.51,https://tabelog.com/en/kyoto/A2601/A260301/26033428/,34.998932458886614,135.78088033106468,4499.5,"Gion Shijo Sta., Bistro, Cafe, Baru (Spanish style bar)",Spanish
1004,Gion Kyoryori Hanasaki,3.53,https://tabelog.com/en/kyoto/A2601/A260301/26000246/,35.00226213787652,135.7762884803232,12499.5,"Gion Shijo Sta., Japanese Cuisine, Tofu dishes",Japanese
1005,PIOPIKO,3.46,https://tabelog.com/en/kyoto/A2601/A260202/26034334/,35.009634137866726,135.76025458040888,4499.5,"Karasuma Oike Sta., Mexican, Bar, Cafe",Cafe
1006,PIZZERIA ILFICO,3.21,https://tabelog.com/en/kyoto/A2607/A260704/26021723/,34.8526588379717,135.7768148788117,4499.5,"Terada Sta., Pizza, Italian, Cafe",Italian
1007,Mumon Sanjo Muromachi Ten,3.09,https://tabelog.com/en/kyoto/A2601/A260202/26002569/,35.00933427709647,135.75783509938344,5499.5,"Karasuma Oike Sta., Shabu shabu (Japanese hotpot), Seafood, Izakaya (Tavern)",Japanese
1008,Affinage,3.63,https://tabelog.com/en/kyoto/A2601/A260301/26017518/,35.00647711152886,135.77538821759256,6999.5,"Sanjo Keihan Sta., Wine bar, Bar",Bar
1009,Tsukemono Dining Ogihiroya,3.02,https://tabelog.com/en/kyoto/A2601/A260203/26040507/,35.0086467609324,135.752699724197,2499.5,"Nijojo Mae Sta., Side dishes, Delicatessen",Mixed
1010,Roast Beef Ohno Shinkyogoku Ten,-,https://tabelog.com/en/kyoto/A2601/A260201/26042456/,35.00799986320091,135.7673154845884,2499.5,"Kyoto Shiyakusho Mae Sta., Yakiniku (BBQ Beef), Japanese Cuisine, Donburi (Rice bowl)",Japanese
1011,Arashiyama Kumahiko Tankuma Kita Ten,3.52,https://tabelog.com/en/kyoto/A2601/A260403/26001010/,35.0136391378373,135.67583328050853,24999.5,"Arashiyama Sta., Japanese Cuisine, Tofu dishes",Japanese
1012,OBANZAI & GRILL Sala,3.42,https://tabelog.com/en/kyoto/A2601/A260201/26038228/,35.002645437873134,135.76643918033398,3499.5,"Kyoto Kawaramachi Sta., Dining bar, Teppanyaki, Steak",Japanese
1013,Okonomiyaki Okoyama,3.17,https://tabelog.com/en/kyoto/A2601/A260203/26028592/,34.99086713787189,135.73900728023423,,"Umekoji Kyotonishi Sta., Okonomiyaki (Japanese savory pancake), Stir-fried noodles, Yakiniku (BBQ Beef)",Japanese
1014,aiyo Kawaramachiten,3.01,https://tabelog.com/en/kyoto/A2601/A260201/26042410/,35.00866273787023,135.76931248039273,2499.5,"Kyoto Shiyakusho Mae Sta., Izakaya (Tavern)",Japanese
1015,Kyoto Modern Terrace,3.54,https://tabelog.com/en/kyoto/A2601/A260301/26026808/,35.014002637870746,135.7815603804381,3499.5,"Higashiyama Sta., Cafe, Yoshoku (Japanese style western cuisine), Japanese Cuisine",Cafe
1016,Cafe Neighbors,3.07,https://tabelog.com/en/kyoto/A2601/A260203/26040894/,35.00606472871656,135.74652961865272,1499.5,"Omiya Sta., Cafe",Cafe
1017,Bimidokoro Tsukasa,3.10,https://tabelog.com/en/kyoto/A2607/A260701/26032364/,34.88922763795592,135.80017977916472,3499.5,"Uji Sta., Japanese Cuisine, Izakaya (Tavern), Hot Pot",Japanese
1018,shatoburiankasshi,3.00,https://tabelog.com/en/kyoto/A2601/A260503/26042265/,35.04861933783818,135.74837938081103,12499.5,"Kitaoji Sta., Teppanyaki, Steak",Japanese
1019,Nominokoji Yamagishi,3.75,https://tabelog.com/en/kyoto/A2601/A260202/26037932/,35.00978303786835,135.7656624804066,6999.5,"Kyoto Shiyakusho Mae Sta., Izakaya (Tavern)",Japanese
1020,salon&bar SAMGHA,3.40,https://tabelog.com/en/kyoto/A2601/A260202/26016849/,35.00539213786735,135.75371918037064,4499.5,"Omiya Sta., Bar, Wine bar, Cafe",Cafe
1021,Hire Yakiniku Kyoto En,3.20,https://tabelog.com/en/kyoto/A2601/A260301/26039682/,35.00569501679992,135.7778980451605,8999.5,"Higashiyama Sta., Yakiniku (BBQ Beef)",Japanese
1022,Nijo En,3.22,https://tabelog.com/en/kyoto/A2601/A260203/26032278/,35.01068103786104,135.7444899804305,4499.5,"Nijo Sta., Tempura, Japanese Cuisine, Izakaya (Tavern)",Japanese
1023,Chuka Hanten,3.05,https://tabelog.com/en/kyoto/A2601/A260401/26041651/,34.97707068578929,135.68862538827295,2499.5,"Katsura Sta., Chinese",Chinese
1024,Yakiniku Yamachan,3.79,https://tabelog.com/en/kyoto/A2601/A260201/26035839/,35.00610593787082,135.76606008036916,17499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Japanese Cuisine",Japanese
1025,Birichinata,3.56,https://tabelog.com/en/kyoto/A2601/A260503/26028198/,35.05082683783657,135.7476652808338,8999.5,"Kitaoji Sta., Italian, Pasta",Italian
1026,aiyoxtsu Nijo Eki Ten,3.07,https://tabelog.com/en/kyoto/A2601/A260203/26042139/,35.00838584817406,135.7465549687534,2499.5,"Nijojo Mae Sta., Izakaya (Tavern), Kushi-age (Deep-fried skewers), Nihonshu (Japanese sake)",Japanese
1027,Teppan Kushiyaki SABRINA,3.25,https://tabelog.com/en/kyoto/A2601/A260101/26038102/,34.98675773788043,135.75765018017964,4499.5,"Kyoto Sta., Teppanyaki, Steak, Kushiyaki",Japanese
1028,GRILL TERRACE ABURU,3.27,https://tabelog.com/en/kyoto/A2601/A260301/26036164/,35.013234337870905,135.78054078043104,3499.5,"Higashiyama Sta., Cafe, Dining bar, BBQ",Cafe
1029,Reine des pres,3.74,https://tabelog.com/en/kyoto/A2601/A260302/26021417/,35.017258083870935,135.76984984784443,17499.5,"Jingu Marutamachi Sta., French, Creative, Innovative",French
1030,KOSA,3.25,https://tabelog.com/en/kyoto/A2601/A260202/26039878/,35.009588937866624,135.75982078040877,6999.5,"Karasuma Oike Sta., Creative, Organic, Cafe",Cafe
1031,Tali House,3.16,https://tabelog.com/en/kyoto/A2601/A260604/26039519/,34.989389837871535,135.73495578022215,1499.5,"Umekoji Kyotonishi Sta., Indian",Indian
1032,Teppanyaki SOLA,3.02,https://tabelog.com/en/kyoto/A2601/A260401/26040711/,35.0022320729038,135.73127985401445,5499.5,"Saiin Sta., Teppanyaki, Steak",Japanese
1033,Samgyeopsal Senmon Ten Butaboshi,3.20,https://tabelog.com/en/kyoto/A2601/A260201/26038579/,35.004296737873204,135.7699509803482,3499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Korean, Pork dishes",Korean
1034,Teppan Okonomiyaki Miki,3.11,https://tabelog.com/en/kyoto/A2601/A260101/26013776/,34.99593573787161,135.74825898027896,3499.5,"Tambaguchi Sta., Okonomiyaki (Japanese savory pancake), Izakaya (Tavern), Teppanyaki",Japanese
1035,Shoen Tei,3.18,https://tabelog.com/en/kyoto/A2601/A260301/26005187/,34.99727573787993,135.77705878027228,2499.5,"Kiyomizu Gojo Sta., Chinese, Ramen, Dumplings",Chinese
1036,Toriimoto Yusan,3.28,https://tabelog.com/en/kyoto/A2601/A260403/26002227/,35.02741263782542,135.66598368065456,4499.5,"Arashiyama Torokko Station Sta., Japanese Cuisine, French",French
1037,Gin no To,3.23,https://tabelog.com/en/kyoto/A2601/A260301/26038024/,35.00336873787479,135.77307018033662,3499.5,"Gion Shijo Sta., Yoshoku (Japanese style western cuisine)",Japanese
1038,Yakiniku Yazawa Kyoto,3.71,https://tabelog.com/en/kyoto/A2601/A260201/26028368/,35.0023267599441,135.7616509384506,12499.5,"Shijo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel)",Japanese
1039,Ajoshi Sanjo Takase Ten,3.05,https://tabelog.com/en/kyoto/A2601/A260301/26035900/,35.00886705561203,135.77091903427578,3499.5,"Sanjo Sta., Korean, Izakaya (Tavern), Korean cold noodles",Korean
1040,Yuba Ryori Higashiyama Yuzu,3.49,https://tabelog.com/en/kyoto/A2601/A260301/26025738/,35.00090653787769,135.77725958030882,8999.5,"Gion Shijo Sta., Tofu dishes, Japanese Cuisine, Baru (Spanish style bar)",Spanish
1041,yakitorihiroya,3.08,https://tabelog.com/en/kyoto/A2601/A260203/26042043/,35.005205737865225,135.7466940803737,4499.5,"Shijo Omiya Sta., Yakitori (Grilled chicken skewers), Izakaya (Tavern)",Japanese
1042,MARE,3.37,https://tabelog.com/en/kyoto/A2601/A260301/26031449/,35.004431037875044,135.7759953803453,2499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Japanese Cuisine, Donburi (Rice bowl)",Japanese
1043,ORTO,4.01,https://tabelog.com/en/kyoto/A2601/A260202/26006883/,35.00799079602383,135.7570530039705,12499.5,"Karasuma Oike Sta., Innovative, Italian, French",Italian
1044,Minari Jei A Ru Kyoto Isetan Ten,3.26,https://tabelog.com/en/kyoto/A2601/A260101/26023926/,34.98579013499888,135.7581942091302,2499.5,"Kyoto Sta., Korean, Yakiniku (BBQ Beef), Baru (Spanish style bar)",Spanish
1045,Toriniku Senmon Ten Nakamura Poultry Kizu Ten,3.04,https://tabelog.com/en/kyoto/A2607/A260705/26038735/,34.73643943805989,135.82195117760614,6999.5,"Kizu Sta., Other",Mixed
1046,Hana Oogi,3.05,https://tabelog.com/en/kyoto/A2601/A260201/26041716/,35.00098398455315,135.76946785108066,6999.5,"Kyoto Kawaramachi Sta., Japanese Cuisine",Japanese
1047,ZEN,3.26,https://tabelog.com/en/kyoto/A2607/A260701/26037417/,34.891788237955794,135.80485517918729,5499.5,"Uji Sta., Meat dishes, Hamburger, Hot Pot",Asian
1048,Kyoshunsai Yusho,3.25,https://tabelog.com/en/kyoto/A2601/A260203/26036743/,34.9895528378737,135.7421043802188,5499.5,"Umekoji Kyotonishi Sta., Japanese Cuisine, Tofu dishes, Sukiyaki",Japanese
1049,STEAK HOUSE Hanamoto,3.12,https://tabelog.com/en/kyoto/A2601/A260301/26039747/,35.00410543787541,135.77647228034166,6999.5,"Gion Shijo Sta., Teppanyaki",Japanese
1050,Cafe Manoir,3.33,https://tabelog.com/en/kyoto/A2601/A260401/26015647/,35.00244033786254,135.73268848035556,2499.5,"Saiin Sta., Italian, Yoshoku (Japanese style western cuisine), Hamburger steak",Italian
1051,ＰＯＮＴ - ＯＡＫ,3.40,https://tabelog.com/en/kyoto/A2608/A260801/26017791/,34.960476282530685,135.50985433256056,,"Cafe, European",Cafe
1052,mitoho kyoto bettei,3.08,https://tabelog.com/en/kyoto/A2601/A260201/26042295/,34.999083093177184,135.77040758277874,,"Kiyomizu Gojo Sta., Japanese Cuisine, Creative, Meat dishes",Japanese
1053,yakinikusutaminayama Pontocho,3.01,https://tabelog.com/en/kyoto/A2601/A260301/26042419/,35.00749886471194,135.77069522696803,6999.5,"Sanjo Sta., Yakiniku (BBQ Beef), Korean, Izakaya (Tavern)",Korean
1054,Kyoto Tempura Ten no Meshi Gionhonten,3.13,https://tabelog.com/en/kyoto/A2601/A260301/26041554/,35.004227892197136,135.77450283912555,5499.5,"Gion Shijo Sta., Tempura",Japanese
1055,Morihan Kura Cafe,3.34,https://tabelog.com/en/kyoto/A2607/A260701/26037148/,34.89622463794645,135.7844305792464,,"Ogura Sta., Cafe, Sweets, Dorayaki",Cafe
1056,trattoria sette Hyatt Regency Kyoto,3.50,https://tabelog.com/en/kyoto/A2601/A260304/26002939/,34.98888803788414,135.77352668019003,5499.5,"Shichijo Sta., Italian, Pizza, Pasta",Italian
1057,Mizu no Miyabi Kyoto Fushimi,3.56,https://tabelog.com/en/kyoto/A2601/A260601/26032752/,34.92973033791889,135.76467097959872,8999.5,"Fushimi Momoyama Sta., French",French
1058,GAUCHO,3.12,https://tabelog.com/en/kyoto/A2601/A260301/26039982/,35.00570210864373,135.77669649339376,5499.5,"Sanjo Keihan Sta., Meat dishes",Mixed
1059,Suehiro,3.27,https://tabelog.com/en/kyoto/A2601/A260201/26000888/,34.99823314816706,135.76835112603365,12499.5,"Kiyomizu Gojo Sta., Fugu (Pufferfish), Hot Pot, Seafood",Asian
1060,Bar Gion,3.04,https://tabelog.com/en/kyoto/A2601/A260301/26021444/,35.00362333787563,135.77619328033705,2499.5,"Gion Shijo Sta., Bar",Bar
1061,Sanpei Do,-,https://tabelog.com/en/kyoto/A2607/A260701/26039448/,34.89474793795473,135.80745647921538,,"Uji Sta., Cafe",Cafe
1062,yakiniku sutamina yama,3.12,https://tabelog.com/en/kyoto/A2601/A260301/26041923/,35.010066681434566,135.77274604953158,6999.5,"Sanjo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Izakaya (Tavern)",Japanese
1063,Kentan Horibe,3.75,https://tabelog.com/en/kyoto/A2601/A260202/26028283/,35.00499396112263,135.75701811606325,24999.5,"Karasuma Sta., Japanese Cuisine, Seafood, Creative",Japanese
1064,Bel Amer Kyoto Bettei,3.59,https://tabelog.com/en/kyoto/A2601/A260202/26026207/,35.00872249504409,135.76338577767888,1499.5,"Karasuma Oike Sta., Chocolate, Cafe, Cake",Cafe
1065,Sunahama Dining bar Shape Beach Kyobashi Ten,-,https://tabelog.com/en/kyoto/A2601/A260201/26028433/,35.00725583787134,135.76997338037805,2499.5,"Sanjo Sta., Dining bar, Bar, Sports bar",Bar
1066,Sabou Hanbee,3.59,https://tabelog.com/en/kyoto/A2601/A260301/26001283/,34.99522014618809,135.7686847741039,,"Kiyomizu Gojo Sta., Tofu dishes, Japanese Cuisine, Sweets",Japanese
1067,BABY FACE Planet's Ion Taun Yamashina Nurutsuji Ten,3.01,https://tabelog.com/en/kyoto/A2601/A260603/26033490/,34.97386381362712,135.8162507699817,1499.5,"Nagitsuji Sta., Yoshoku (Japanese style western cuisine)",Japanese
1068,Kyoto Gion Kawamura Ryorihei Gion Kitagawa Ten,3.07,https://tabelog.com/en/kyoto/A2601/A260301/26027248/,35.005227531672155,135.77588684482546,6999.5,"Gion Shijo Sta., Japanese Cuisine, Tempura",Japanese
1069,SAMJHANA,3.27,https://tabelog.com/en/kyoto/A2601/A260303/26012731/,35.04142683785337,135.78169768071498,1499.5,"Chayama Kyoto Geijutsudaigaku Sta., Nepalese, Indian, Buffet style",Indian
1070,Namaste India,-,https://tabelog.com/en/kyoto/A2601/A260501/26037698/,35.02748633784647,135.73225118060884,2499.5,"Kitano Hakubaicho Sta., Indian curry, Indian",Indian
1071,Oike Cafe × Hachinobo,3.24,https://tabelog.com/en/kyoto/A2601/A260202/26041710/,35.01111353786488,135.75739868042584,2499.5,"Karasuma Oike Sta., Cafe, Ramen",Cafe
1072,FUL,3.23,https://tabelog.com/en/kyoto/A2601/A260301/26041630/,35.0078429786826,135.7697855644495,4499.5,"Sanjo Sta., Baru (Spanish style bar), Bar",Spanish
1073,Kyo Kushiage to Osake Aiyo!! Shijo Takakura Ten,3.16,https://tabelog.com/en/kyoto/A2601/A260201/26040200/,35.00280090456661,135.76252012469604,2499.5,"Karasuma Sta., Izakaya (Tavern), Kushi-age (Deep-fried skewers)",Japanese
1074,Diane Kawaramachi Kiyamachi Ten,3.15,https://tabelog.com/en/kyoto/A2601/A260201/26025021/,35.005241637872764,135.77041488035738,3499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Seafood, Sushi",Japanese
1075,CURRY DINING SHAHI,3.11,https://tabelog.com/en/kyoto/A2607/A260703/26032353/,34.834435766064985,135.72625494142537,2499.5,"Matsuiyamate Sta., Indian curry, Indian, Nepalese",Indian
1076,Kyoen,3.08,https://tabelog.com/en/kyoto/A2601/A260301/26040841/,35.001973683961054,135.7742221328927,24999.5,"Gion Shijo Sta., Creative, Japanese Cuisine, Wine bar",Japanese
1077,Nishijin Hashimoto,3.09,https://tabelog.com/en/kyoto/A2601/A260202/26022073/,35.03093153044667,135.74874291566698,12499.5,"Imadegawa Sta., Japanese Cuisine, Seafood",Japanese
1078,Sushi Kawano,3.56,https://tabelog.com/en/kyoto/A2601/A260503/26025254/,35.04420263784688,135.7668688807534,24999.5,"Kitaoji Sta., Sushi, Seafood, Japanese Cuisine",Japanese
